index,First Name,Email ID,Quantity,Events,Attendee Status,College Name,How did you come to know about this event?,"Specify in ""Others"" (how did you come to know about this event)",Designation,Year of Graduation,City,CGPA,Experience with python (Months),Family Income,Expected salary (Lac),Leadership- skills
903,Jessica,jessica@xyz.com,1,Product Marketing,Attending,"priyadarshini college of engineering, nagpur ",Cloud Counselage Website,,Students,2023,Chandigarh,9.2,4,0-2 Lakh,10,no
904,Pamula,pamula@xyz.com,1,Product Marketing,Attending,"vidyalankar institute of technology, mumbai",LinkedIn | Email | Cloud Counselage Website | Telegram,,Students,2024,Faridabad,9.9,4,0-2 Lakh,10,no
905,Dorothy,dorothy@xyz.com,1,Product Marketing,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,Whatsapp,,Students,2023,Kunrool,9.3,3,0-2 Lakh,15,no
906,Trevor,trevor@xyz.com,1,Product Marketing,Attending,silicon institute of technology,SPOC/ College Professor,,Students,2024,Tirupati,7.1,7,0-2 Lakh,12,yes
907,Mickey,mickey@xyz.com,1,Product Marketing,Attending,don bosco college of engineering fatorda goa,Instagram,,Students,2023,Eluru,7.3,7,0-2 Lakh,21,no 
909,Scott,scott@xyz.com,1,Product Marketing,Attending,"vidyalankar institute of technology, mumbai",Whatsapp,,Students,2023,Tezpur,7.4,3,0-2 Lakh,8,yes
910,Arturo,arturo@xyz.com,1,Product Marketing,Attending,wilson college ,Cloud Counselage Website,,Students,2023,Burani,7.3,3,0-2 Lakh,21,no
911,Ashley,ashley@xyz.com,1,Product Marketing,Attending,"ld college of engineering, ahmedabad, gujarat ",Email,,Students,2024,Dehri,9.7,3,0-2 Lakh,5,no
914,Frances,frances@xyz.com,1,Product Marketing,Attending,government polytechnic gandhinagar,Email,,Students,2024,Bid,8.7,4,0-2 Lakh,7,no
915,Gerald,gerald@xyz.com,1,Product Marketing,Attending,"kle society's college of bca, rls institute, belagavi",Email,,Students,2023,Jalgaon,6.8,3,0-2 Lakh,13,yes
918,Katherine,katherine@xyz.com,1,Product Marketing,Attending,"mit academy of engineering ,alandi",Whatsapp | Friend/ Classmate,,Students,2024,Nanded,6.7,3,0-2 Lakh,9,no
919,Jeanne,jeanne@xyz.com,1,Product Marketing,Attending,a. c. patil college of engineering,Whatsapp,,Students,2023,Mahe,8.2,7,0-2 Lakh,8,no
920,Keri,keri@xyz.com,1,Product Marketing,Attending,"ld college of engineering, ahmedabad, gujarat ",Others,Team entity,Students,2024,Patiala,8.7,4,0-2 Lakh,25,yes
921,Katrina,katrina@xyz.com,1,Product Marketing,Attending,dkte society's textile and engineering institute ichalkaranji,Whatsapp,,Students,2023,Sangrur,9.1,7,0-2 Lakh,21,no
924,Terry,terry@xyz.com,1,Product Marketing,Attending,wilson college ,Whatsapp | Friend/ Classmate,,Students,2024,Barmer,7.3,5,0-2 Lakh,8,no
925,Jason,jason@xyz.com,1,Product Marketing,Attending,dkte society's textile and engineering institute ichalkaranji,Youtube,,Students,2023,Jaipur,9.2,4,0-2 Lakh,21,yes
926,Hobert,hobert@xyz.com,1,Product Marketing,Attending,"thakur institute of management studies, career development & research - [timscdr]",Email,,Students,2024,Jalor,7.8,7,0-2 Lakh,17,yes
928,Edna,edna@xyz.com,1,Product Marketing,Attending,"vidyalankar institute of technology, mumbai",Email,,Students,2023,Kota,8.1,5,0-2 Lakh,8,yes
930,Amber,amber@xyz.com,1,Product Marketing,Attending,"vidyalankar institute of technology, mumbai",SPOC/ College Professor,,Students,2023,Jamnagar,7.2,5,0-2 Lakh,8,no
931,Cheryl,cheryl@xyz.com,1,Product Marketing,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,Instagram,,Students,2024,Morbi,8.4,7,0-2 Lakh,6,no
932,Kathy,kathy@xyz.com,1,IAC - Q&A,Attending,adhiyamaan college of engineering,,,Students,2023,Navsari,6.6,7,2-5 Lakh,7,yes
933,Marina,marina@xyz.com,1,IAC - Q&A,Attending,"vidyalankar institute of technology, mumbai",,,Students,2024,Valsad,6.3,4,0-2 Lakh,8,yes
934,Eugene,eugene@xyz.com,1,IAC - Q&A,Attending,government polytechnic gandhinagar,,,Students,2023,Ambala,8.9,3,0-2 Lakh,11,no
935,Sharon,sharon@xyz.com,1,IAC - Q&A,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,,Students,2023,Chandigarh,9.5,7,0-2 Lakh,20,no
936,Micheal,micheal@xyz.com,1,IAC - Q&A,Attending,st.francis institute of technology,,,Students,2024,Vijaywada,7.9,3,0-2 Lakh,5,no
937,Clay,clay@xyz.com,1,IAC - Q&A,Attending,late g. n. sapkal college of engineering,,,Students,2023,Guwahati,8.3,7,0-2 Lakh,9,no
940,Della,della@xyz.com,1,IAC - Q&A,Attending,a. c. patil college of engineering,,,Principal,2024,Sivasagar,7.7,4,0-2 Lakh,14,yes
941,Christian,christian@xyz.com,1,IAC - Q&A,Attending,"ld college of engineering, ahmedabad, gujarat ",,,Asst. Professor,2023,Dehri,7.6,5,0-2 Lakh,5,no 
942,Doris,doris@xyz.com,1,IAC - Q&A,Attending,lokmanya tilak college of engineering koparkhairane navi mumbai,,,Students,2024,Bhsawal,7.4,4,0-2 Lakh,14,no
944,Lana,lana@xyz.com,1,IAC - Q&A,Attending,"vidyalankar institute of technology, mumbai",,,Principal,2023,Buldhana,7.6,7,0-2 Lakh,9,no
946,Kent,kent@xyz.com,1,IAC - Q&A,Attending,silicon institute of technology,,,Principal,2024,Jalgaon,9.5,5,0-2 Lakh,9,no
947,Leo,leo@xyz.com,1,IAC - Q&A,Attending,adhiyamaan college of engineering,,,Asst. Professor,2023,Kalyan,6.9,7,0-2 Lakh,7,no
948,Melissa,melissa@xyz.com,1,IAC - Q&A,Attending,don bosco college of engineering fatorda goa,,,Students,2024,Thane,9.2,4,0-2 Lakh,8,no
951,Francisco,francisco@xyz.com,1,IAC - Q&A,Attending,"s.i.e.s. graduate school of technology, nerul, navi mumbai",,,Students,2024,Nanded,6.5,4,0-2 Lakh,5,yes
952,Garry,garry@xyz.com,1,IAC - Q&A,Attending,"vishwakarma institute of technology, pune",,,Students,2023,Sangrur,6.5,5,0-2 Lakh,7,yes
955,Jesse,jesse@xyz.com,1,IAC - Q&A,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,,Students,2024,Bikaner,6.7,3,0-2 Lakh,18,yes
956,Marc,marc@xyz.com,1,IAC - Q&A,Attending,"vishwakarma institute of technology, pune",,,Asst. Professor,2023,Jaipur,9.0,4,0-2 Lakh,23,no
957,Jeffery,jeffery@xyz.com,1,IAC - Q&A,Attending,"kle society's college of bca, rls institute, belagavi",,,Professor,2023,Jalor,7.2,3,0-2 Lakh,5,no
960,Elvin,elvin@xyz.com,1,IAC - Q&A,Attending,late g. n. sapkal college of engineering,,,Students,2023,Pali,9.5,5,0-2 Lakh,17,yes
961,Shirley,shirley@xyz.com,1,IAC - Q&A,Attending,"symbiosis institute of technology, pune",,,Principal,2024,Sikar,8.1,5,0-2 Lakh,13,yes
962,Thelma,thelma@xyz.com,1,IAC - Q&A,Attending,"mit academy of engineering ,alandi",,,Students,2024,Ahemdabad,9.7,4,2-5 Lakh,11,no 
963,Jackie,jackie@xyz.com,1,IAC - Q&A,Attending,a. c. patil college of engineering,,,Principal,2023,Amreli,9.3,4,0-2 Lakh,15,no 
965,Paula,paula@xyz.com,1,IAC - Q&A,Attending,"ld college of engineering, ahmedabad, gujarat ",,,Students,2023,Godhra,7.6,4,0-2 Lakh,18,yes
968,Lillie,lillie@xyz.com,1,IAC - Q&A,Attending,"vishwakarma institute of technology, pune",,,Asst. Professor,2023,Guwahati,9.4,5,0-2 Lakh,13,no
970,Chasity,chasity@xyz.com,1,IAC - Q&A,Attending,late g. n. sapkal college of engineering,,,Asst. Professor,2024,Dehri,7.5,5,0-2 Lakh,9,yes
972,Mamie,mamie@xyz.com,1,IAC - Q&A,Attending,wilson college ,,,Students,2024,Haijipur,7.3,7,0-2 Lakh,19,yes
975,Dominique,dominique@xyz.com,1,IAC - Q&A,Attending,"vidyalankar institute of technology, mumbai",,,Students,2024,Munger,8.5,7,0-2 Lakh,21,yes
976,Gloria,gloria@xyz.com,1,IAC - Q&A,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,,,Students,2023,Patna,7.7,3,0-2 Lakh,23,no
978,Ina,ina@xyz.com,1,IAC - Q&A,Attending,don bosco college of engineering fatorda goa,,,Students,2023,Siwan,7.1,7,0-2 Lakh,12,no
981,Deborah,deborah@xyz.com,1,IAC - Q&A,Attending,government polytechnic gandhinagar,,,Students,2024,Durg,6.5,5,0-2 Lakh,9,no 
982,Joanna,joanna@xyz.com,1,IAC - Q&A,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,,HoD,2023,Raipur,9.4,3,0-2 Lakh,8,no 
983,Janette,janette@xyz.com,1,IAC - Q&A,Attending,st.francis institute of technology,,,HoD,2024,Delhi,9.3,3,0-2 Lakh,16,no
984,Doreen,doreen@xyz.com,1,IAC - Q&A,Attending,late g. n. sapkal college of engineering,,,Students,2023,Panji,8.9,5,0-2 Lakh,8,yes
985,Patricia,patricia@xyz.com,1,IAC - Q&A,Attending,a. c. patil college of engineering,,,Students,2024,Amreli,8.1,4,0-2 Lakh,9,no
988,Drew,drew@xyz.com,1,IAC - Q&A,Attending,dkte society's textile and engineering institute ichalkaranji,,,HoD,2023,Jamnagar,7.5,3,0-2 Lakh,17,yes
989,Leslie,leslie@xyz.com,1,IAC - Q&A,Attending,"thakur institute of management studies, career development & research - [timscdr]",,,HoD,2024,Junagadh,7.9,4,0-2 Lakh,11,yes
990,Antonio,antonio@xyz.com,1,IAC - Q&A,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,,,Students,2023,Navsari,7.3,4,0-2 Lakh,8,yes
993,Carla,carla@xyz.com,1,IAC - Q&A,Attending,don bosco college of engineering fatorda goa,,,Students,2024,Surat,8.0,7,0-2 Lakh,21,no
994,Manuel,manuel@xyz.com,1,IAC - Q&A,Attending,st xavier's college ,,,Students,2023,Ambala,9.1,5,0-2 Lakh,24,no
996,Judy,judy@xyz.com,1,IAC - Q&A,Attending,"vishwakarma institute of technology, pune",,,Students,2024,Kaithal,7.9,3,0-2 Lakh,9,yes
997,Kenya,kenya@xyz.com,1,IAC - Q&A,Attending,"kle society's college of bca, rls institute, belagavi",,,Asst. Professor,2023,Karnal,7.3,3,0-2 Lakh,8,no 
998,Lourdes,lourdes@xyz.com,1,IAC - Q&A,Attending,g h raisoni institut of engineering and technology pune,,,Professor,2024,Panipat,7.3,4,0-2 Lakh,8,no 
1000,Sheila,sheila@xyz.com,1,IAC - Q&A,Attending,"kle society's college of bca, rls institute, belagavi",,,Students,2024,Sonipat,8.4,7,0-2 Lakh,9,no
1002,Laura,laura@xyz.com,1,IAC - Q&A,Attending,late g. n. sapkal college of engineering,,,Asst. Professor,2023,kullu,7.9,5,0-2 Lakh,11,no
1005,Melanie,melanie@xyz.com,1,IAC - Q&A,Attending,a. c. patil college of engineering,,,Students,2024,Una,9.3,7,0-2 Lakh,18,no
1006,Terrell,terrell@xyz.com,1,IAC - Q&A,Attending,wilson college ,,,Asst. Professor,2024,Anantnag,6.4,7,0-2 Lakh,12,yes
1007,Kristy,kristy@xyz.com,1,IAC - Q&A,Attending,"ld college of engineering, ahmedabad, gujarat ",,,Asst. Professor,2023,Baramula,8.4,3,0-2 Lakh,23,yes
1008,Mitchell,mitchell@xyz.com,1,IAC - Q&A,Attending,dkte society's textile and engineering institute ichalkaranji,,,Students,2023,Doda,6.6,3,0-2 Lakh,8,no 
1010,Tommy,tommy@xyz.com,1,IAC - Q&A,Attending,government polytechnic gandhinagar,,,Asst. Professor,2024,Punch,7.2,4,0-2 Lakh,13,yes
1012,Alan,alan@xyz.com,1,IAC - Q&A,Attending,ap shah institute of technology ,,,Students,2024,Udhampur,8.5,5,0-2 Lakh,22,no
1013,Juanita,juanita@xyz.com,1,IAC - Q&A,Attending,don bosco college of engineering fatorda goa,,,Students,2023,Badmi,8.5,5,0-2 Lakh,6,yes
1017,Tony,tony@xyz.com,1,IAC - Q&A,Attending,g h raisoni institut of engineering and technology pune,,,Students,2023,Hasan,8.8,4,0-2 Lakh,19,no
1018,Andrew,andrew@xyz.com,1,IAC - Q&A,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,,Students,2024,Mysuru,7.6,4,0-2 Lakh,11,yes
1019,Elena,elena@xyz.com,1,IAC - Q&A,Attending,"vishwakarma institute of technology, pune",,,Asst. Professor,2023,Kochi,6.5,4,0-2 Lakh,12,no 
1022,Cora,cora@xyz.com,1,IAC - Q&A,Attending,A. C. Patil College of Engineering,,,Asst. Professor,2024,Indore,7.6,3,7 Lakh+,12,no
1023,Leigh,leigh@xyz.com,1,IAC - Q&A,Attending,"LD College of engineering, Ahmedabad, Gujarat ",,,Students,2024,Gwalior,8.3,7,5-7 Lakh,21,yes
1024,Marjorie,marjorie@xyz.com,1,IAC - Q&A,Attending,DKTE Society's Textile And Engineering Institute Ichalkaranji,,,Students,2023,Narwar,9.2,3,2-5 Lakh,9,no
1025,Robyn,robyn@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"THAKUR INSTITUTE OF MANAGEMENT STUDIES, CAREER DEVELOPMENT & RESEARCH - [TIMSCDR]",,,Students,2023,Orchha,9.9,4,0-2 Lakh,9,no
1026,Gabrielle,gabrielle@xyz.com,1,Internship Program(IP) Success Conclave,Attending,LOKMANYA TILAK COLLEGE OF ENGINEERING KOPARKHAIRANE NAVI MUMBAI,,,Computer Engineer,2024,Sagar,9.3,7,0-2 Lakh,21,no
1027,Clark,clark@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"Priyadarshini college of engineering, Nagpur ",,,Interior designer,2023,Satna,7.1,4,2-5 Lakh,18,no
1028,Vanessa,vanessa@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"Vidyalankar Institute of Technology, Mumbai",,,Students,2024,Ujjain,7.5,4,0-2 Lakh,19,no
1032,Walter,walter@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"S.I.E.S. Graduate School Of Technology, Nerul, Navi Mumbai",,,Students,2023,Dhule,7.9,3,0-2 Lakh,13,no
1034,Dana,dana@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"Vishwakarma Institute of Technology, Pune",,,Data Science and Analyst,2023,Navi Mumbai,8.7,5,0-2 Lakh,21,no
1037,Juli,juli@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"Priyadarshini college of engineering, Nagpur ",,,B.Tech,2023,Nashik,6.7,7,2-5 Lakh,30,no 
1038,Greg,greg@xyz.com,1,Internship Program(IP) Success Conclave,Attending,New horizon institute of Technology and Management ,,,Students,2024,Solapur,8.2,7,2-5 Lakh,8,yes
1039,Steve,steve@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"Symbiosis Institute of Technology, Pune",,,Engineering ,2024,Sangli,8.7,5,2-5 Lakh,21,no
1041,Carl,carl@xyz.com,1,Internship Program(IP) Success Conclave,Attending,DKTE Society's Textile And Engineering Institute Ichalkaranji,,,Students,2024,Shillong,8.6,4,0-2 Lakh,8,no
1042,Romaine,romaine@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"LD College of engineering, Ahmedabad, Gujarat ",,,Data Science and Analyst,2023,Puri,9.2,5,0-2 Lakh,8,no
1044,Benjamin,benjamin@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"Vishwakarma Institute of Technology, Pune",,,Students,2023,Mahe,8.1,3,0-2 Lakh,15,no 
1045,Leora,leora@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"KLE Society's College of BCA, RLS Institute, Belagavi",,,Students,2023,Amritsar,9.5,4,0-2 Lakh,12,no 
1047,Johnnie,johnnie@xyz.com,1,Internship Program(IP) Success Conclave,Attending,St.Francis Institute of Technology,,,CEO,2024,Sangrur,9.6,3,0-2 Lakh,21,yes
1048,Ingrid,ingrid@xyz.com,1,Internship Program(IP) Success Conclave,Attending,Late G. N. Sapkal College Of Engineering,,,Engineering ,2024,Amer,6.2,4,5-7 Lakh,9,no
1049,Eloise,eloise@xyz.com,1,Internship Program(IP) Success Conclave,Attending,A. C. Patil College of Engineering,,,Students,2023,Jaipur,9.5,7,0-2 Lakh,21,no
1050,Lorna,lorna@xyz.com,1,Internship Program(IP) Success Conclave,Attending,Wilson college ,,,Students,2024,Jalor,6.8,3,0-2 Lakh,5,no
1053,Breanna,breanna@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"Priyadarshini college of engineering, Nagpur ",,,Intern,2023,Kota,6.6,5,0-2 Lakh,8,no
1054,Lucy,lucy@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"Vidyalankar Institute of Technology, Mumbai",,,Intern,2023,Pali,6.7,4,0-2 Lakh,7,yes
1056,Traci,traci@xyz.com,1,Internship Program(IP) Success Conclave,Attending,Don Bosco College of Engineering Fatorda Goa,,,Students,2024,Nizambad,8.9,5,0-2 Lakh,24,yes
1057,Dale,dale@xyz.com,1,Internship Program(IP) Success Conclave,Attending,Pillai College of Engineering New Panvel,,,Intern,2023,Agartala,9.5,4,0-2 Lakh,17,yes
1059,Velma,velma@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"Vidyalankar Institute of Technology, Mumbai",,,Students,2024,Ghaziabad,7.5,4,0-2 Lakh,8,no
1061,Julia,julia@xyz.com,1,Internship Program(IP) Success Conclave,Attending,Don Bosco College of Engineering Fatorda Goa,,,Students,2023,Deoria,7.7,3,5-7 Lakh,30,no
1064,Kimberley,kimberley@xyz.com,1,Internship Program(IP) Success Conclave,Attending,G H Raisoni institut of engineering and technology pune,,,Students,2023,Lucknow,7.7,4,0-2 Lakh,21,no 
1066,Melvin,melvin@xyz.com,1,Internship Program(IP) Success Conclave,Attending,D Y PATIL INSTITUTE OF MCA AND MANAGEMENT AKURDI PUNE,,,Artificial intelligence,2024,Varanasi,7.6,5,0-2 Lakh,9,no
1067,Branden,branden@xyz.com,1,Internship Program(IP) Success Conclave,Attending,AP SHAH INSTITUTE OF TECHNOLOGY ,,,Cyber Security,2024,Almora,8.7,3,0-2 Lakh,8,no
1069,Ralph,ralph@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"S.I.E.S. Graduate School Of Technology, Nerul, Navi Mumbai",,,Students,2024,Kolkata,7.2,7,5-7 Lakh,23,no
1072,Miguel,miguel@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"KLE Society's College of BCA, RLS Institute, Belagavi",,,Students,2023,Silguri,7.6,5,0-2 Lakh,15,no 
1074,Kenneth,kenneth@xyz.com,1,Internship Program(IP) Success Conclave,Attending,Late G. N. Sapkal College Of Engineering,,,Intern,2024,Siuri,8.7,3,0-2 Lakh,23,no
1076,Wilda,wilda@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"LD College of engineering, Ahmedabad, Gujarat ",,,Students,2024,Ujjain,6.5,4,0-2 Lakh,19,no
1079,Lonny,lonny@xyz.com,1,Internship Program(IP) Success Conclave,Attending,LOKMANYA TILAK COLLEGE OF ENGINEERING KOPARKHAIRANE NAVI MUMBAI,,,Students,2023,Aurangabad,8.1,5,0-2 Lakh,6,no
1080,Mike,mike@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"Priyadarshini college of engineering, Nagpur ",,,Students,2023,Bhandara,9.7,7,0-2 Lakh,17,yes
1081,Sybil,sybil@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"Vidyalankar Institute of Technology, Mumbai",,,Intern,2024,Bhsawal,9.3,7,0-2 Lakh,20,yes
1083,Rose,rose@xyz.com,1,Internship Program(IP) Success Conclave,Attending,Silicon Institute of Technology,,,Engineering ,2024,Buldhana,7.6,7,0-2 Lakh,17,no 
1086,Jill,jill@xyz.com,1,Internship Program(IP) Success Conclave,Attending,St Xavier's College ,,,Students,2024,Thane,8.7,5,0-2 Lakh,12,no
1087,Eddie,eddie@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"Vidyalankar Institute of Technology, Mumbai",,,Intern,2023,Navi Mumbai,8.3,4,0-2 Lakh,10,no
1089,Ray,ray@xyz.com,1,Internship Program(IP) Success Conclave,Attending,GOVERNMENT POLYTECHNIC GANDHINAGAR,,,Students,2023,Nanded,8.5,4,0-2 Lakh,15,no
1091,Blanche,blanche@xyz.com,1,Internship Program(IP) Success Conclave,Attending,G H Raisoni institut of engineering and technology pune,,,Students,2024,Sangrur,7.2,3,0-2 Lakh,21,yes
1092,Marie,marie@xyz.com,1,Internship Program(IP) Success Conclave,Attending,GOVERNMENT POLYTECHNIC GANDHINAGAR,,,Students,2023,Ajmer,7.6,7,0-2 Lakh,23,yes
1093,Young,young@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"B. K. Birla College of Arts, Science & Commerce (Autonomous), Kalyan",,,Students,2023,Amer,7.3,3,0-2 Lakh,25,no 
1095,Brooke,brooke@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"Priyadarshini college of engineering, Nagpur ",,,Students,2024,Jaipur,6.6,5,0-2 Lakh,5,yes
1096,Bryan,bryan@xyz.com,1,Internship Program(IP) Success Conclave,Attending,St.Francis Institute of Technology,,,Intern,2024,Jalor,6.6,7,0-2 Lakh,16,no
1097,Louise,louise@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"Symbiosis Institute of Technology, Pune",,,Data Science and Analyst,2023,Kota,8.1,7,0-2 Lakh,7,yes
1098,Desiree,desiree@xyz.com,1,Internship Program(IP) Success Conclave,Attending,A. C. Patil College of Engineering,,,Students,2024,Sikar,7.1,5,0-2 Lakh,9,no
1100,Tanya,tanya@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"LD College of engineering, Ahmedabad, Gujarat ",,,Students,2023,Godhra,6.5,5,0-2 Lakh,11,yes
1101,Norma,norma@xyz.com,1,Internship Program(IP) Success Conclave,Attending,G H Raisoni institut of engineering and technology pune,,,Students,2024,Jamnagar,9.4,5,0-2 Lakh,21,yes
1102,Christine,christine@xyz.com,1,Internship Program(IP) Success Conclave,Attending,GOVERNMENT POLYTECHNIC GANDHINAGAR,,,Students,2024,Junagadh,6.8,5,0-2 Lakh,8,no 
1103,Ervin,ervin@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"B. K. Birla College of Arts, Science & Commerce (Autonomous), Kalyan",,,Asst. Professor,2023,Kheda,6.7,4,0-2 Lakh,9,no 
1106,Victor,victor@xyz.com,1,Internship Program(IP) Success Conclave,Attending,New horizon institute of Technology and Management ,,,Intern,2024,Rajkot,8.3,4,0-2 Lakh,30,no
1107,Joline,joline@xyz.com,1,Internship Program(IP) Success Conclave,Attending,Late G. N. Sapkal College Of Engineering,,,Intern,2024,Surat,7.2,7,0-2 Lakh,24,yes
1110,Kaley,kaley@xyz.com,1,Internship Program(IP) Success Conclave,Attending,DKTE Society's Textile And Engineering Institute Ichalkaranji,,,Intern,2024,Hisar,9.3,7,0-2 Lakh,17,yes
1111,Erika,erika@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"Vidyalankar Institute of Technology, Mumbai",,,Engineering ,2023,Kaithal,9.1,3,0-2 Lakh,8,no 
1112,Bernardo,bernardo@xyz.com,1,Internship Program(IP) Success Conclave,Attending,Don Bosco College of Engineering Fatorda Goa,,,Students,2024,Aligarh,8.0,3,0-2 Lakh,21,no
1114,Michele,michele@xyz.com,1,Internship Program(IP) Success Conclave,Attending,St Xavier's College ,,,Students,2023,Ghazipur,9.1,7,0-2 Lakh,17,no
